78012	기타	2018-01-01	2018-01-31	2	소방서 앞에 주차하는 비양심 차주들의 처벌을 요청합니다.	소방서 앞에서 주차하는 차들 다 강제 폐차집행시키고 보상도 절대 못 받게 법을 개정해주셨으면 좋겠습니다.
78014	인권/성평등	2018-01-01	2018-01-31	0	약한자에게 통장압류라니 ?	세무서는 어디서. 감사 하나요 ? 트레일러로 생계를 유지하는서민 입니다 암투병하면서 그런대로. 갚아나갈려고. 노력중입니다 그런데 재미를 붙혔는지. 툭하면. 통장압류에 운반비 압류되서. 카드를 못막으니까 가드사용불가 어디서. 돈을 구해서 갚아야 할까요 지금도. 두번째암투병으로 화순암쎈타에서 이글을 적습니다 이번에도. 역시나. 압류압류압류 순천세무소는 과연 전부다 압류를 넣을까요정부에서 안돼면 청사에. 불을 지르더라도. 밝혀내고 싶어요
78015	문화/예술/체육/언론	2018-01-01	2018-01-31	106	부정청탁방지법 관련 기자들 대기업 스폰 받아 해외연수 다녀오는 것도 포함되는거 아닌가요?	꽤나 많은 기자들이 대기업의 스폰을 받아 해외연수 다녀오는 걸로 알고 있습니다. 부청법 통과된지 언젠데 아직도 자신들이 무슨짓 하는지도 모르고 대기업 스폰을 받다니요? 이게 만일 부청법에 저촉되는 일이 아니라면 상품권 5만원 이상도 부청법에 걸릴 이유가 없다고 봅니다. 해외연수가 한두푼 들어가는 것도 아니고 비행기값만 해도 이미 그 한도를 넘은 것 같은데 어째서 이런 부조리가 지금도 행해지고 있는걸까요? 설마 대기업이 아무런 조건 없이 기자들 해외연수 보내주진 않을텐데요. 이런 부정부패가 관행이 되어 이젠 이게 부청법에 들어가는 줄도 모르고 기자들이 나대고 있는거 같습니다. 이런 자들이 내보내는 기사를 보고 어떡해 국민들이 바른정보를 찾을 수 있을까요? 특정 기업에 금전적 은혜로 해외연수까지 다녀온 기자들 소설에 정신이 혼미한 지경입니다 거짓기사에 속아서 정신이 혼미한게 아니라 반박자료 찾고 반박하느라 그렇다는 겁니다. 부정청탁방지법이 상징성만 가진 법이 아닌 진정성 있는 법안임을 확인 시켜 주시기 부탁드립니다.
78016	기타	2018-01-01	2018-01-31	3	5.18유공자명단공개하라	5.18유공자명단공개하라
78017	기타	2018-01-01	2018-01-31	7	소방서 앞 불법주차 관련	소방서 앞 불법 주차시 불법주정차 과태료가 아니라 공무집행 방해로 구속하는 법을 만들었으면 좋겠습니다 사람의 생명이 왔다갔다하는 일에 과태료 부과로 끝나는게 말이 안된다고 생각합니다 법으로 강력하게 제재를 해야한다고 생각합니다
78018	일자리	2018-01-01	2018-01-31	0	최저시급 인상에 따른 고용불안	안녕하십니까? 새해에도 국가와 국민을 위해 적폐청산, 친일청산, 귀족노조철폐이 앞장 서 주시길 당부드립니다. 요지는 최저시급 인상에 관한 의견을 드리고자 합니다. 어차피 정규직은 최저시급과 상관없는 세상에서 삽니다. 전문직 역시 마찬가지다. 결국 취준생, 저학력, 장애우, 생활보호대상자 등 모두 소외계층에 해당되는데,가장 중점적인 현안은 고용증대와 안정입니다. 중간관리자 및 기업시스템이 없는 영세기업의 업주와 노동자가 직접 대면하는 소상공업은 고용감소가 당연하리라 봅니다. 특히 페밀리비지니스 형태로 전환되면 고용은 더욱 나빠집니다. 해결책 중 하나는 2018년 기준최저시급 이하로 근무중인 대상자들을 정부가 정부보조금으로 보조해 주는 것이 실효성이 더 높을것이라 생각됩니다. (최저시급차액(₩7530-계약시급=차액) x 노동시간 = 정부보조금) 그리고 보조액에 따른 소득세 및 의보료 등 공과금은 소득과 직업군에 따라 차등적용하여 납세의 의무는 동등하게 적용합니다. 또한 정부보조를 받는 직원을 고용 한 소상공인을 보다 직접적으로 관리 감독할 수 있는 장점이 있습니다. 건물주의 월세 최고인상률을 현재 보다 낮추어 관할구청이 일괄 관리합니다. 건물주에게는 부동산보유세에 대해 월세 최고인상률 보다 적게 인상하면 보유세를 그만큼 인하하는 방법을 적용합니다. 결국 모두가 혜택을 받게되고, 재산에 따른 차등혜택도 자연스럽게 해결될 수 있습니다. 그 외에도 관련된 여러가지 해결과제가 있으나 해결 가능하리라 봅니다. 이상 제 개인적인 견해를 피력했습니다. 참조하시길 바랍니다. 감사합니다
78019	교통/건축/국토	2018-01-01	2018-01-31	5	자동차 불법 주정차관련 교통법규 강화	글쓰기에 앞서 2018년 새해에는 모두가 건강하고 즐거운 한해가 되세요 제가 청원드리고자하는 내용은 이렇습니다 제천화재사건 당시 건물주변 주정차로 인해 소방차가 진입이 늦어졌습니다. 뿐만 아니라 오늘 기사로 강원도에서 해맞이 를 구경하기 위해 119안전센터앞에 불법주정차를 했다는 기사를 봤습니다. 과연 우리의 시민의식이 많이부족한가요??저는 아니라고 봅니다. 가끔 길가에서의 모세의기적이라는 비켜주기 의식이 생겼습니다. 단 커다란 과태료가 생겻기에 생겨난 의식이지요. 그래서 청원드립니다. 앞으로 주정차 과태료를 최소100만원으로 올려 주세요 이 정도의 과태료라면 주변에 아무리 멀어도 주차장을 찾아 주차할것이고 주변에 뻔히 주차장이 없는것을 알면 차를 안가져 가게 되겟지요
78020	정치개혁	2018-01-01	2018-01-31	0	대선 진행 방식 변경 필요합니다.	국민 여러분 향 후 대선 1차에서 50% 못 넘으면 2위와 2차 해서 대통령 결정 합시다. 차기 대선에는 꼭 국민 다반수의 지지를 받아야 대통령을 할 수 있게 만듭시다.
78021	문화/예술/체육/언론	2018-01-01	2018-01-31	4	불안한 정부산하기곤 돌봄문화재단	저는 문화재청 산하 경남돌봄재단에 근무하다가 재계약이 안되어 실직자된 구창수 입니다 20116 년 3월에 입사 회사경영 악화로 11월 실직 2017년 2월에 입사2018년 재계약 불가로 당장 민생고가 걱정입니다 1년 근무를 해야 퇴직금도 수령하는데 퇴직금 주기 싫어 재계약도 재계약도 거부하고 억불해서 이렇게 올려법니다 정부산하기관이 이러니 일반기업는얼마나 갑질행사 하는지 이해가 되시겠조 경남돌봄재단 010-3067-6073 구칭수 청원
78023	정치개혁	2018-01-01	2018-01-31	1	대선 진행 방식 변경 필요합니다.	국민 여러분 향 후 대선 1차에서 50% 못 넘으면 2위와 2차 해서 대통령 결정 합시다. 그러면 이런 좌파 종북 실성 정권 다시는 대한민국에 나타나지 않습니다. 국회에 압력을 넣어 차기 대선에는 꼭 국민 다반수의 지지를 받아야 대통령을 할 수 있게 만듭시다.
78024	육아/교육	2018-01-01	2018-01-31	6	다주택자 세금점 더내서 제발제발 집값 점 집아주세요	아이를 키우기 힘들어요 제발 집값 좀잡아주세요 아이 둘 낳아서 키우는데 내가 걀혼하지말껄 아이낳지말껄....내가사는게 고생이 훤 하단 생각에 사는게 우울할 정도에요 제발 이사가게 집값좀 잡아주세요
78025	안전/환경	2018-01-01	2018-01-31	13	소방관 불법주차 차량 합법 파손	정말 위험한 1분 1초가 급한 상황에 불법주차,양보를 하지 않는 비양심 운전자로 인해 소방차 출동,주행에 큰 문제가 많습니다 이러한 일들은 심심찮게 기사로 한달에 두세번 많게는 다섯번도 본적이 있었습니다 이러한 비양심 주차 차량들은 그냥 치고가서 생명을 구해야 된다고 생각합니다 벌금도 5만원이라는게 말이 안됩니다 꼭 답변해주세요
78026	정치개혁	2018-01-01	2018-01-31	10	가짜뉴스에 대한 강력한 처벌을 요청합니다.	가짜뉴스에 대한 강력한처벌을 요청합니다. 가짜뉴스때문에 발생하는 엄청난 정신적 물질적 피해는 상상 이상이라고 생각합니다.
78027	보건복지	2018-01-01	2018-01-31	7	요양보호사 시급동일하게 지급해주세요	제발 요양보호사시급을 센타마다 동일하게 지급해주시던지 아니면 보건복부에서 똑같이 매겨주세요. 똑같이 요양보호사 일을하지만 지역에따라서 센터마다 시급이 너무나도 차이가나서 속상합니다.많은곳은 1000원정도 차이가납니다. 장애인활동지원자처럼 센타마다 시급이며 처우가 똑같이 매겨졌으면 합니다. 왜 이렇게 하는지 이해가 안되네요 센터만 좋게 하는것이라고 생각이 드네요 제발 요양보호사시급 보건복지부에서 동일하게 지급해주십시요
78030	행정	2018-01-01	2018-01-31	0	경찰대학 폐지를 청원^^*	병력자원이 부족해서 의무경찰관 제도가 폐지 되는데 국민세금으로 운영하는 경찰대학 폐지를 청원합니다. 전국의 대학에 경찰행정학과가 있고 현재 순경 공채에 엄청난 경쟁률을 기록하는데 경찰대학 졸업만으로 경위 계급장은 특권의식과 경찰의 간부와 비간부 차별 문화의 핵심이고 군 면제는 공정하지 못하고 공평하지 못합니다. 상식적으로 생각해도 검찰과 경찰의 수사권 논의는 과거 권위주의 군사독재 시절 권력남용과 인권침해에 대한 자기반성과 국민들에게 용서를 구하고 논의하는것이 맞고 먼저 경찰대학 폐지후 논의하는것이 맞습니다. 왜냐고요 경찰 간부 경찰대학 출신의 수사권은 그들의 특권이 될수 있고 인권침해의 소지가 있고 수준이 낮은 경찰 수사권의 최대 피해자는 국민들이 될수 있습니다. 대다수 국민들은 친일경찰에서 반공경찰로 민주경찰과 인권경찰로 변신의 귀재들을 보면서 과거 권위주의 군사독재시절 영장없이 체포와 구금해서 물고문으로 사망하게한 경찰의 자기반성 없는 뻔뻔한 수사권 요구에 대해서 동의해줄수 없습니다. 경찰의 적폐중 적폐 경찰대학 폐지를 청원합니다.^^*
78031	행정	2018-01-01	2018-01-31	0	공직자 비리 수사처 신설 청원^^*	지켜 본다 가만 안둔다." 대구 XX경찰서 고소 당해서 증거 불충분 협의 없음 검찰 처분 인권침해 소지가 있고 수준이 낮아서 최대 피해자는 국민 입니다. 국가인권위원회.국민권익위원회에 진정을 해도 국가 수사기관에 대한 조사는 소극적이고 한계가 있습니다. 본인의 사례 공개로 공직자 비리 수사처 신설 청원 합니다. 사건요지 2016.10.28 11시 30경 대구 동구 XX약국 내에서 고소인에게 "내가 너 지켜본다 가만 안둔다."고 하면서 겁을 주어 협박했다며 고소장 제출 2016.11.28. 대구 XX 경찰서 (접수 번호 : 2016-015999) 대구 XX서 형사과 강력6팀 사건담당형사 경장 XXX " 너 지켜본다. 가만 안둔다." 황당한 고소 사건을 피고소인인 근무 장소에 조장 동행해서 오고 혼자 오고 3-4번 방문했는데 불공한 수사행위 소리가 나오는 CCTV 영상물 요구에 바보가 아닌 이상 경찰가족 고소사건으로 오해 소지가 있는 행동으로 불쾌감 유발 선제적으로 CCTV 동영상 설명과 USB 제출과 본인 진술서와 3자 진술서 제출 했는데요.ㅜ 3-4번 방문조사에 최대한 협조 했는데 본인 휴대폰 경찰서 출석 문자에 항의하니 종이 경찰서 출석 요구서 발송에 본인 몸이 아파서 형사 소송법 200조 1항 무조건 경찰서 출석을 요구 하는것이 아니라 반드시 필요할때 할수 있다. 담당 경찰은 자세하게 형사소송법 설명도 안해주었습니다. 본인의 방문 조사나 서면 조사 요구를 무시하고 무조건 경찰서 출석 요구 해당 형사와 통화 녹취도 있습니다. 본인의 위와 같은 진정 관련 국가인권위원회 여자 조사관 XXX(02-2125-9731) 2번 통화와 담당형사 통화녹취 관련 사항 이메일 20번 보냈습니다. 상식적으로 생각해도 "너 지켜본다. 가만 안둔다." 수사 대상도 아니고 증거도 없는데요.ㅜ 인권침해 소지가 있는 수준 낮은 경찰 수사권의 피해자는 국민들 입니다. 국가인권위원회는 본인의 진정 2017년 6월 7일 진정 접수(17- 진정- 0504700) 내용을 조사관 XXX(02-2125-9731) 2번 통화와 담당형사 통화녹취 관련 사항 이메일 20번 보내고 6개월 지나서 결과 통보 본인이 강조한 형사 소송법 200조 1항 "무조건 경찰서 출석을 요구 하는것이 아니라 반드시 필요할때 할수 있다. " 수사기관 재량에 관한 사항으로 각하 한다. 국가인권위윈회에서 국민인권 수호 안하고 경찰청 대변인 입니까? 증거도 없는 황당한 고소 사건 "너 지켜본다. 가만 안둔다." 경찰서 출석 요구 받으면 피고소인 무조건 출석 합니까? 고소인과 대질신문과 거짓말 조사기 검사 합니까? 국가인권위원회 성의없는 각하는 대표적 갑질 행위 아닙니까? 인권침해 소지가 있는 수준 낮은 경찰 수사권의 피해자는 국민들 입니다 . 국가인권위원회.국민권익위원회에 진정을 해도 국가 수사기관에 대한 조사는 소극적이고 한계가 있습니다. 공직자 비리 수사처 신설 청원 합니다.^^*
78032	외교/통일/국방	2018-01-01	2018-01-31	0	한,미 미래연합사령부 논의 불가 ^^*	미군 최신 무기 사드체계 이해부족과 태평양사령부 기구의 조직에 대한 정보 부족으로 한,미 미래연합사령부 논의는 불가 한국군의 정성수 60-70명 감축은 군의 사기저하와 한미연합 작전의 합동성 저하로 이어질수 있고 성급한 한국군 전시작전권 환수는 북한 핵 보험용이라는 오해의 소지가 있고 병력자원 감소는 의무경찰관 제도와 경찰대학 폐지로 보완 될수 있는 사항 군의 사기저하는 백전백패 입니다.
78036	행정	2018-01-01	2018-01-31	0	공직자 비리 수사처 신설 청원^^*	지켜 본다 가만 안둔다." 대구 XX경찰서 고소 당해서 증거 불충분 협의 없음 검찰 처분 인권침해 소지가 있고 수준이 낮아서 최대 피해자는 국민 입니다. 국가인권위원회.국민권익위원회에 진정을 해도 국가 수사기관에 대한 조사는 소극적이고 한계가 있습니다. 본인의 사례 공개로 공직자 비리 수사처 신설 청원 합니다. 사건요지 2016.10.28 11시 30경 대구 동구 XX약국 내에서 고소인에게 "내가 너 지켜본다 가만 안둔다."고 하면서 겁을 주어 협박했다며 고소장 제출 2016.11.28. 대구 XX 경찰서 (접수 번호 : 2016-015999) 대구 XX서 형사과 강력6팀 사건담당형사 경장 XXX " 너 지켜본다. 가만 안둔다." 황당한 고소 사건을 피고소인인 근무 장소에 조장 동행해서 오고 혼자 오고 3-4번 방문했는데 불공한 수사행위 소리가 나오는 CCTV 영상물 요구에 바보가 아닌 이상 경찰가족 고소사건으로 오해 소지가 있는 행동으로 불쾌감 유발 선제적으로 CCTV 동영상 설명과 USB 제출과 본인 진술서와 3자 진술서 제출 했는데요.ㅜ 3-4번 방문조사에 최대한 협조 했는데 본인 휴대폰 경찰서 출석 문자에 항의하니 종이 경찰서 출석 요구서 발송에 본인 몸이 아파서 형사 소송법 200조 1항 무조건 경찰서 출석을 요구 하는것이 아니라 반드시 필요할때 할수 있다. 담당 경찰은 자세하게 형사소송법 설명도 안해주었습니다. 본인의 방문 조사나 서면 조사 요구를 무시하고 무조건 경찰서 출석 요구 해당 형사와 통화 녹취도 있습니다. 본인의 위와 같은 진정 관련 국가인권위원회 여자 조사관 XXX(02-2125-9731) 2번 통화와 담당형사 통화녹취 관련 사항 이메일 20번 보냈습니다. 상식적으로 생각해도 "너 지켜본다. 가만 안둔다." 수사 대상도 아니고 증거도 없는데요.ㅜ 인권침해 소지가 있는 수준 낮은 경찰 수사권의 피해자는 국민들 입니다. 국가인권위원회는 본인의 진정 2017년 6월 7일 진정 접수(17- 진정- 0504700) 내용을 조사관 XXX(02-2125-9731) 2번 통화와 담당형사 통화녹취 관련 사항 이메일 20번 보내고 6개월 지나서 결과 통보 본인이 강조한 형사 소송법 200조 1항 "무조건 경찰서 출석을 요구 하는것이 아니라 반드시 필요할때 할수 있다. " 수사기관 재량에 관한 사항으로 각하 한다. 국가인권위윈회에서 국민인권 수호 안하고 경찰청 대변인 입니까? 증거도 없는 황당한 고소 사건 "너 지켜본다. 가만 안둔다." 경찰서 출석 요구 받으면 피고소인 무조건 출석 합니까? 고소인과 대질신문과 거짓말 조사기 검사 합니까? 국가인권위원회 성의없는 각하는 대표적 갑질 행위 아닙니까? 인권침해 소지가 있는 수준 낮은 경찰 수사권의 피해자는 국민들 입니다 . 국가인권위원회.국민권익위원회에 진정을 해도 국가 수사기관에 대한 조사는 소극적이고 한계가 있습니다. 공직자 비리 수사처 신설 청원 합니다.^^*
